work_idx	cmd	pid	dirs	time_req	run_idx	result	man_name	time_start	time_end	time_since_start	worker_time_start	worker_time_end	worker_time	utime	stime	maxrss	ixrss	idrss	isrss	minflt	majflt	io	io_filename
226	mProjectPP  -X -x 1.14593 ../../data/data2/2mass-atlas-981123n-j0720009.fits p2mass-atlas-981123n-j0720009.fits ../../data/data2/region.hdr	31354	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.084	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.089	8.830	4.741	4.297	8.822	4.525	1.468	0.064	0	0	0	0	4779	0	[struct stat="OK", time=4] 	-
227	mProjectPP  -X -x 1.14583 ../../data/data2/2mass-atlas-981123n-j0720021.fits p2mass-atlas-981123n-j0720021.fits ../../data/data2/region.hdr	31355	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.085	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.089	8.936	4.846	4.298	8.929	4.632	1.464	0.056	0	0	0	0	4783	0	[struct stat="OK", time=4] 	-
228	mProjectPP  -X -x 1.06945 ../../data/data2/2mass-atlas-981105n-j2310266.fits p2mass-atlas-981105n-j2310266.fits ../../data/data2/region.hdr	31357	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.091	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.099	8.452	4.353	4.300	8.445	4.145	1.136	0.020	0	0	0	0	4377	0	[struct stat="OK", time=4] 	-
229	mProjectPP  -X -x 0.95816 ../../data/data2/2mass-atlas-971024n-j0090266.fits p2mass-atlas-971024n-j0090266.fits ../../data/data2/region.hdr	31356	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.091	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.099	8.521	4.422	4.302	8.509	4.207	1.284	0.040	0	0	0	0	4412	0	[struct stat="OK", time=4] 	-
230	mProjectPP  -X -x 1.05857 ../../data/data2/2mass-atlas-001016n-j1030266.fits p2mass-atlas-001016n-j1030266.fits ../../data/data2/region.hdr	31358	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.104	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.111	7.883	3.773	4.117	7.871	3.753	1.264	0.040	0	0	0	0	4369	11	[struct stat="OK", time=3] 	-
231	mProjectPP  -X -x 1.07043 ../../data/data2/2mass-atlas-981105n-j2320009.fits p2mass-atlas-981105n-j2320009.fits ../../data/data2/region.hdr	31359	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.174	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.176	8.831	4.655	4.183	8.822	4.638	1.528	0.096	0	0	0	0	4778	0	[struct stat="OK", time=4] 	-
232	mProjectPP  -X -x 1.06905 ../../data/data2/2mass-atlas-981105n-j2300021.fits p2mass-atlas-981105n-j2300021.fits ../../data/data2/region.hdr	31360	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.281	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.281	8.499	4.218	4.288	8.493	4.205	1.824	0.028	0	0	0	0	4775	0	[struct stat="OK", time=4] 	-
233	mProjectPP  -X -x 1.05867 ../../data/data2/2mass-atlas-001016n-j1030256.fits p2mass-atlas-001016n-j1030256.fits ../../data/data2/region.hdr	31362	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.283	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.283	9.079	4.796	4.289	9.073	4.783	1.816	0.072	0	0	0	0	4783	0	[struct stat="OK", time=4] 	-
234	mProjectPP  -X -x 0.96046 ../../data/data2/2mass-atlas-971024n-j0080009.fits p2mass-atlas-971024n-j0080009.fits ../../data/data2/region.hdr	31361	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.284	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.285	9.006	4.721	4.292	9.000	4.708	1.748	0.048	0	0	0	0	4763	0	[struct stat="OK", time=4] 	-
235	mProjectPP  -X -x 1.01289 ../../data/data2/2mass-atlas-981204n-j0420009.fits p2mass-atlas-981204n-j0420009.fits ../../data/data2/region.hdr	31363	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.284	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.285	8.599	4.314	4.292	8.594	4.301	1.740	0.040	0	0	0	0	4792	0	[struct stat="OK", time=4] 	-
236	mProjectPP  -X -x 0.95825 ../../data/data2/2mass-atlas-971024n-j0090256.fits p2mass-atlas-971024n-j0090256.fits ../../data/data2/region.hdr	31366	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.284	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.285	9.103	4.818	4.293	9.097	4.804	1.572	0.052	0	0	0	0	4774	0	[struct stat="OK", time=4] 	-
237	mProjectPP  -X -x 1.01298 ../../data/data2/2mass-atlas-981204n-j0420021.fits p2mass-atlas-981204n-j0420021.fits ../../data/data2/region.hdr	31367	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.285	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.285	8.531	4.246	4.294	8.524	4.230	1.880	0.044	0	0	0	0	4787	0	[struct stat="OK", time=4] 	-
238	mProjectPP  -X -x 1.06925 ../../data/data2/2mass-atlas-981105n-j2300009.fits p2mass-atlas-981105n-j2300009.fits ../../data/data2/region.hdr	31364	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.286	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.295	9.136	4.841	4.301	9.130	4.829	1.824	0.080	0	0	0	0	4774	0	[struct stat="OK", time=4] 	-
239	mProjectPP  -X -x 0.96037 ../../data/data2/2mass-atlas-971024n-j0080021.fits p2mass-atlas-971024n-j0080021.fits ../../data/data2/region.hdr	31365	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.287	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.295	9.067	4.772	4.302	9.061	4.759	1.848	0.088	0	0	0	0	4764	0	[struct stat="OK", time=4] 	-
240	mProjectPP  -X -x 1.07034 ../../data/data2/2mass-atlas-981105n-j2320021.fits p2mass-atlas-981105n-j2320021.fits ../../data/data2/region.hdr	31368	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.323	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.333	8.718	4.385	4.340	8.712	4.371	1.100	0.028	0	0	0	0	4893	0	[struct stat="OK", time=4] 	-
241	mProjectPP  -X -x 1.07172 ../../data/data2/2mass-atlas-981105n-j2340009.fits p2mass-atlas-981105n-j2340009.fits ../../data/data2/region.hdr	31369	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.340	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.347	8.420	4.073	4.355	8.410	4.055	1.804	0.012	0	0	0	0	4821	0	[struct stat="OK", time=4] 	-
242	mProjectPP  -X -x 1.01625 ../../data/data2/2mass-atlas-981204n-j0440009.fits p2mass-atlas-981204n-j0440009.fits ../../data/data2/region.hdr	31371	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.357	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.358	8.659	4.302	4.364	8.654	4.289	1.768	0.036	0	0	0	0	4819	0	[struct stat="OK", time=4] 	-
243	mProjectPP  -X -x 1.07142 ../../data/data2/2mass-atlas-981105n-j2340032.fits p2mass-atlas-981105n-j2340032.fits ../../data/data2/region.hdr	31370	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.358	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.367	8.415	4.048	4.372	8.408	4.035	1.800	0.036	0	0	0	0	4814	0	[struct stat="OK", time=4] 	-
244	mProjectPP  -X -x 1.07053 ../../data/data2/2mass-atlas-981105n-j2330244.fits p2mass-atlas-981105n-j2330244.fits ../../data/data2/region.hdr	31372	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.436	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.441	8.073	3.633	4.449	8.066	3.617	1.520	0.040	0	0	0	0	4797	0	[struct stat="OK", time=3] 	-
245	mProjectPP  -X -x 1.07103 ../../data/data2/2mass-atlas-981105n-j2350266.fits p2mass-atlas-981105n-j2350266.fits ../../data/data2/region.hdr	31373	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.468	0	exit 0	huscs001-kabe-2011-06-06-18-57-17-14043	4.469	8.034	3.564	4.475	8.026	3.551	1.228	0.020	0	0	0	0	4405	2	[struct stat="OK", time=3] 	-
246	mProjectPP  -X -x 1.01456 ../../data/data2/2mass-atlas-981204n-j0430266.fits p2mass-atlas-981204n-j0430266.fits ../../data/data2/region.hdr	31375	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.491	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.499	8.557	4.058	4.503	8.548	4.045	1.264	0.048	0	0	0	0	4420	0	[struct stat="OK", time=4] 	-
247	mProjectPP  -X -x 1.07093 ../../data/data2/2mass-atlas-981105n-j2350256.fits p2mass-atlas-981105n-j2350256.fits ../../data/data2/region.hdr	31374	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.492	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.499	8.164	3.665	4.503	8.157	3.654	1.784	0.076	0	0	0	0	4845	0	[struct stat="OK", time=4] 	-
248	mProjectPP  -X -x 1.07073 ../../data/data2/2mass-atlas-981105n-j2330266.fits p2mass-atlas-981105n-j2330266.fits ../../data/data2/region.hdr	31377	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.529	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.531	8.622	4.091	4.535	8.613	4.078	1.384	0.032	0	0	0	0	4402	0	[struct stat="OK", time=4] 	-
249	mProjectPP  -X -x 1.07182 ../../data/data2/2mass-atlas-981105n-j2360032.fits p2mass-atlas-981105n-j2360032.fits ../../data/data2/region.hdr	31376	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.532	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.539	8.279	3.740	4.542	8.268	3.725	1.088	0.048	0	0	0	0	4846	0	[struct stat="OK", time=4] 	-
250	mProjectPP  -X -x 1.07162 ../../data/data2/2mass-atlas-981105n-j2340021.fits p2mass-atlas-981105n-j2340021.fits ../../data/data2/region.hdr	31378	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.546	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.548	8.018	3.469	4.552	8.005	3.453	1.088	0.036	0	0	0	0	4833	0	[struct stat="OK", time=3] 	-
251	mProjectPP  -X -x 1.06935 ../../data/data2/2mass-atlas-981105n-j2310256.fits p2mass-atlas-981105n-j2310256.fits ../../data/data2/region.hdr	31379	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.570	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.576	8.964	4.387	4.581	8.956	4.375	1.072	0.060	0	0	0	0	4794	0	[struct stat="OK", time=4] 	-
252	mProjectPP  -X -x 1.07063 ../../data/data2/2mass-atlas-981105n-j2330256.fits p2mass-atlas-981105n-j2330256.fits ../../data/data2/region.hdr	31380	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.600	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.601	8.711	4.110	4.605	8.707	4.102	1.904	0.012	0	0	0	0	4818	0	[struct stat="OK", time=4] 	-
253	mProjectPP  -X -x 1.07083 ../../data/data2/2mass-atlas-981105n-j2350244.fits p2mass-atlas-981105n-j2350244.fits ../../data/data2/region.hdr	31381	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.603	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.612	8.349	3.737	4.616	8.345	3.729	1.400	0.056	0	0	0	0	4832	0	[struct stat="OK", time=4] 	-
254	mProjectPP  -X -x 1.06336 ../../data/data2/2mass-atlas-981105n-j2070232.fits p2mass-atlas-981105n-j2070232.fits ../../data/data2/region.hdr	31382	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.621	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.627	8.814	4.187	4.630	8.808	4.178	1.860	0.036	0	0	0	0	4904	0	[struct stat="OK", time=4] 	-
255	mProjectPP  -X -x 1.06699 ../../data/data2/2mass-atlas-981105n-j2220032.fits p2mass-atlas-981105n-j2220032.fits ../../data/data2/region.hdr	31383	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.635	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.635	8.243	3.608	4.639	8.232	3.593	1.776	0.036	0	0	0	0	4815	0	[struct stat="OK", time=4] 	-
256	mProjectPP  -X -x 1.06650 ../../data/data2/2mass-atlas-981105n-j2210232.fits p2mass-atlas-981105n-j2210232.fits ../../data/data2/region.hdr	31384	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.652	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.658	8.469	3.811	4.662	8.456	3.794	1.576	0.048	0	0	0	0	4824	0	[struct stat="OK", time=4] 	-
257	mProjectPP  -X -x 1.06787 ../../data/data2/2mass-atlas-981105n-j2290244.fits p2mass-atlas-981105n-j2290244.fits ../../data/data2/region.hdr	31385	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.734	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.742	8.407	3.664	4.746	8.397	3.651	1.396	0.028	0	0	0	0	4807	0	[struct stat="OK", time=4] 	-
258	mProjectPP  -X -x 1.06777 ../../data/data2/2mass-atlas-981105n-j2290232.fits p2mass-atlas-981105n-j2290232.fits ../../data/data2/region.hdr	31386	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.749	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.751	8.509	3.758	4.756	8.498	3.742	1.460	0.044	0	0	0	0	4807	0	[struct stat="OK", time=4] 	-
259	mProjectPP  -X -x 1.06483 ../../data/data2/2mass-atlas-981105n-j2150256.fits p2mass-atlas-981105n-j2150256.fits ../../data/data2/region.hdr	31387	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.771	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.779	9.023	4.244	5.339	9.019	3.680	1.232	0.156	0	0	0	0	4883	0	[struct stat="OK", time=3] 	-
260	mProjectPP  -X -x 1.06463 ../../data/data2/2mass-atlas-981105n-j2150232.fits p2mass-atlas-981105n-j2150232.fits ../../data/data2/region.hdr	31388	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.822	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.822	9.119	4.297	5.342	9.115	3.774	1.856	0.040	0	0	0	0	4883	0	[struct stat="OK", time=3] 	-
261	mProjectPP  -X -x 1.06395 ../../data/data2/2mass-atlas-981105n-j2080021.fits p2mass-atlas-981105n-j2080021.fits ../../data/data2/region.hdr	31390	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.849	0	exit 0	huscs016-kabe-2011-06-06-18-57-15-5576	4.858	9.071	4.213	5.344	9.066	3.721	1.868	0.052	0	0	0	0	4889	0	[struct stat="OK", time=3] 	-
262	mProjectPP  -X -x 1.06473 ../../data/data2/2mass-atlas-981105n-j2150244.fits p2mass-atlas-981105n-j2150244.fits ../../data/data2/region.hdr	31389	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.850	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	4.858	8.474	3.616	4.861	8.470	3.609	1.496	0.064	0	0	0	0	4880	0	[struct stat="OK", time=4] 	-
263	mProjectPP  -X -x 1.06532 ../../data/data2/2mass-atlas-981105n-j2170232.fits p2mass-atlas-981105n-j2170232.fits ../../data/data2/region.hdr	31391	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.905	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	4.911	8.356	3.445	4.914	8.350	3.436	1.452	0.040	0	0	0	0	4855	0	[struct stat="OK", time=4] 	-
264	mProjectPP  -X -x 1.06385 ../../data/data2/2mass-atlas-981105n-j2080032.fits p2mass-atlas-981105n-j2080032.fits ../../data/data2/region.hdr	31392	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.947	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	4.950	7.843	2.892	4.954	7.839	2.885	1.076	0.056	0	0	0	0	4884	0	[struct stat="OK", time=3] 	-
265	mProjectPP  -X -x 1.06542 ../../data/data2/2mass-atlas-981105n-j2170244.fits p2mass-atlas-981105n-j2170244.fits ../../data/data2/region.hdr	31393	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.971	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	4.976	7.976	3.000	4.980	7.960	2.980	1.080	0.020	0	0	0	0	4861	0	[struct stat="OK", time=3] 	-
266	mProjectPP  -X -x 1.06346 ../../data/data2/2mass-atlas-981105n-j2070244.fits p2mass-atlas-981105n-j2070244.fits ../../data/data2/region.hdr	31394	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.991	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	4.996	8.575	3.579	4.999	8.571	3.572	1.108	0.044	0	0	0	0	4898	0	[struct stat="OK", time=4] 	-
267	mProjectPP  -X -x 1.06522 ../../data/data2/2mass-atlas-981105n-j2160021.fits p2mass-atlas-981105n-j2160021.fits ../../data/data2/region.hdr	31395	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.996	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	5.002	8.317	3.315	5.005	8.314	3.309	1.064	0.056	0	0	0	0	4867	0	[struct stat="OK", time=4] 	-
268	mProjectPP  -X -x 1.06522 ../../data/data2/2mass-atlas-981105n-j2160009.fits p2mass-atlas-981105n-j2160009.fits ../../data/data2/region.hdr	31396	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.702	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.707	9.530	1.823	7.726	9.526	1.799	1.296	0.024	0	0	0	0	4865	0	[struct stat="OK", time=2] 	-
269	mProjectPP  -X -x 1.04616 ../../data/data2/2mass-atlas-001025n-j0730266.fits p2mass-atlas-001025n-j0730266.fits ../../data/data2/region.hdr	31398	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.703	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.707	9.807	2.100	7.727	9.801	2.073	1.500	0.044	0	0	0	0	4382	0	[struct stat="OK", time=2] 	-
270	mProjectPP  -X -x 1.06512 ../../data/data2/2mass-atlas-981105n-j2160032.fits p2mass-atlas-981105n-j2160032.fits ../../data/data2/region.hdr	31397	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.707	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.707	14.258	6.551	7.728	14.041	6.313	2.004	0.040	0	0	0	0	4861	0	[struct stat="OK", time=6] 	-
271	mProjectPP  -X -x 0.95052 ../../data/data2/2mass-atlas-971021n-j0380021.fits p2mass-atlas-971021n-j0380021.fits ../../data/data2/region.hdr	31424	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.887	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	13.374	5.475	7.940	13.369	5.429	1.844	0.024	0	0	0	0	4851	0	[struct stat="OK", time=6] 	-
272	mProjectPP  -X -x 1.04636 ../../data/data2/2mass-atlas-001025n-j0730244.fits p2mass-atlas-001025n-j0730244.fits ../../data/data2/region.hdr	31428	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.887	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	14.865	6.967	7.941	14.852	6.911	1.868	0.256	0	0	0	0	4830	0	[struct stat="OK", time=7] 	-
273	mProjectPP  -X -x 1.06630 ../../data/data2/2mass-atlas-981105n-j2190266.fits p2mass-atlas-981105n-j2190266.fits ../../data/data2/region.hdr	31421	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.888	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	9.899	2.001	7.942	9.895	1.953	1.508	0.032	0	0	0	0	4442	0	[struct stat="OK", time=2] 	-
274	mProjectPP  -X -x 1.04751 ../../data/data2/2mass-atlas-001025n-j0740021.fits p2mass-atlas-001025n-j0740021.fits ../../data/data2/region.hdr	31415	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.888	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	14.449	6.551	7.942	14.415	6.473	1.780	0.060	0	0	0	0	4818	0	[struct stat="OK", time=7] 	-
275	mProjectPP  -X -x 1.06807 ../../data/data2/2mass-atlas-981105n-j2290256.fits p2mass-atlas-981105n-j2290256.fits ../../data/data2/region.hdr	31419	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.888	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	11.107	3.208	7.943	11.102	3.159	1.732	0.044	0	0	0	0	4819	0	[struct stat="OK", time=3] 	-
276	mProjectPP  -X -x 0.95026 ../../data/data2/2mass-atlas-971021n-j0390256.fits p2mass-atlas-971021n-j0390256.fits ../../data/data2/region.hdr	31420	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.889	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	11.122	3.224	7.944	11.107	3.163	1.736	0.016	0	0	0	0	4839	0	[struct stat="OK", time=3] 	-
277	mProjectPP  -X -x 1.07528 ../../data/data2/2mass-atlas-001016n-j0980009.fits p2mass-atlas-001016n-j0980009.fits ../../data/data2/region.hdr	31418	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.889	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	12.072	4.174	7.945	12.069	4.124	1.808	0.040	0	0	0	0	4851	0	[struct stat="OK", time=4] 	-
278	mProjectPP  -X -x 1.06650 ../../data/data2/2mass-atlas-981105n-j2200009.fits p2mass-atlas-981105n-j2200009.fits ../../data/data2/region.hdr	31414	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.889	0	exit 0	huscs008-kabe-2011-06-06-18-57-15-12490	7.898	13.477	5.579	7.945	13.444	5.499	1.840	0.028	0	0	0	0	4839	0	[struct stat="OK", time=6] 	-
279	mProjectPP  -X -x 1.04751 ../../data/data2/2mass-atlas-001025n-j0740009.fits p2mass-atlas-001025n-j0740009.fits ../../data/data2/region.hdr	31423	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.890	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	14.957	7.058	7.943	14.945	7.002	1.800	0.048	0	0	0	0	4819	0	[struct stat="OK", time=7] 	-
280	mProjectPP  -X -x 0.95026 ../../data/data2/2mass-atlas-971021n-j0390266.fits p2mass-atlas-971021n-j0390266.fits ../../data/data2/region.hdr	31425	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.890	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	11.011	3.113	7.943	11.007	3.063	1.512	0.036	0	0	0	0	4427	0	[struct stat="OK", time=3] 	-
281	mProjectPP  -X -x 1.06817 ../../data/data2/2mass-atlas-981105n-j2290266.fits p2mass-atlas-981105n-j2290266.fits ../../data/data2/region.hdr	31417	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.891	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	11.199	3.301	7.945	11.194	3.250	1.500	0.036	0	0	0	0	4392	0	[struct stat="OK", time=4] 	-
282	mProjectPP  -X -x 1.06679 ../../data/data2/2mass-atlas-981105n-j2210266.fits p2mass-atlas-981105n-j2210266.fits ../../data/data2/region.hdr	31422	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.891	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	10.279	2.380	7.945	10.275	2.330	1.496	0.032	0	0	0	0	4415	0	[struct stat="OK", time=3] 	-
283	mProjectPP  -X -x 0.95043 ../../data/data2/2mass-atlas-971021n-j0380009.fits p2mass-atlas-971021n-j0380009.fits ../../data/data2/region.hdr	31430	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.891	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	14.123	6.224	7.946	13.980	6.035	1.712	0.084	0	0	0	0	4829	0	[struct stat="OK", time=6] 	-
284	mProjectPP  -X -x 1.07835 ../../data/data2/2mass-atlas-001016n-j0910266.fits p2mass-atlas-001016n-j0910266.fits ../../data/data2/region.hdr	31429	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.892	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	9.580	1.682	7.947	9.578	1.631	0.880	0.020	0	0	0	0	4422	0	[struct stat="OK", time=2] 	-
285	mProjectPP  -X -x 1.06591 ../../data/data2/2mass-atlas-981105n-j2180009.fits p2mass-atlas-981105n-j2180009.fits ../../data/data2/region.hdr	31416	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.893	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	9.808	1.910	7.947	9.803	1.856	1.108	0.032	0	0	0	0	4841	0	[struct stat="OK", time=2] 	-
286	mProjectPP  -X -x 1.14615 ../../data/data2/2mass-atlas-981123n-j0710266.fits p2mass-atlas-981123n-j0710266.fits ../../data/data2/region.hdr	31427	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.893	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	14.471	6.573	7.948	14.449	6.502	1.432	0.072	0	0	0	0	4435	0	[struct stat="OK", time=7] 	-
287	mProjectPP  -X -x 1.06719 ../../data/data2/2mass-atlas-981105n-j2220009.fits p2mass-atlas-981105n-j2220009.fits ../../data/data2/region.hdr	31426	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.893	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.898	14.751	6.853	7.949	14.747	6.798	1.904	0.040	0	0	0	0	4803	0	[struct stat="OK", time=7] 	-
288	mProjectPP  -X -x 1.04626 ../../data/data2/2mass-atlas-001025n-j0730256.fits p2mass-atlas-001025n-j0730256.fits ../../data/data2/region.hdr	31431	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.905	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.909	18.534	10.625	7.950	15.861	7.910	1.976	0.144	0	0	0	0	4832	0	[struct stat="OK", time=8] 	-
289	mProjectPP  -X -x 1.06630 ../../data/data2/2mass-atlas-981105n-j2200032.fits p2mass-atlas-981105n-j2200032.fits ../../data/data2/region.hdr	31432	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.910	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.916	14.551	6.636	7.953	14.546	6.593	1.588	0.028	0	0	0	0	4844	0	[struct stat="OK", time=7] 	-
290	mProjectPP  -X -x 1.06660 ../../data/data2/2mass-atlas-981105n-j2210244.fits p2mass-atlas-981105n-j2210244.fits ../../data/data2/region.hdr	31433	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	7.916	0	exit 0	huscs017-kabe-2011-06-06-18-57-15-20985	7.919	11.528	3.610	7.955	11.526	3.570	1.844	0.064	0	0	0	0	4824	0	[struct stat="OK", time=4] 	-
